title,link,label
"Local films like Abang Adik may get financial help to participate in international festivals, says Fahmi",https://www.thestar.com.my/news/nation/2024/11/27/local-films-like-abang-adik-may-get-financial-help-to-participate-in-international-festivals-says-fahmi,Entertainment & Style
"Abandoned ships, crew on rise since pandemic: ITF",https://www.thestar.com.my/news/world/2024/12/07/abandoned-ships-crew-on-rise-since-pandemic-itf,Science & Technology
Krishen Jit Fund 2024 highlights diversity through six distinct arts projects,,Travel and Culture
"From medicine to mercury, this control centre various poisoning cases",,Health and Family
Standing more does not improve cardiovascular health,,Health and Family
Athletics-London Marathon raises record 73.5 million pounds for charity,https://www.thestar.com.my/sport/athletics/2024/09/25/athletics-london-marathon-raises-record-735-million-pounds-for-charity,Sports
"Big Smile, It’s now than it was in the 1990s",,Business & Economy
climate crisis summit: Will COP28 be another copout?,,Environment
The book that no one will read,,People and Living
rare transplant procedure replaces 85% of patient's face,,Health and Family
Motor racing-Verstappen poised for fourth successive title in Las Vegas,https://www.thestar.com.my/sport/motorsport/2024/11/20/motor-racing-verstappen-poised-for-fourth-successive-title-in-las-vegas,Sports
Bad air is hurting the heart to death,https://www.thestar.com.my/lifestyle/health/2023/08/13/bad-air-is-hurting-the-heart-to-death,Environment
Maybank posts strong nine-month performance,https://www.thestar.com.my/business/business-news/2024/11/27/maybank-posts-strong-nine-month-performance,Business & Economy
Izam and Syamil put aside friendship as they battle at Batu Kawan,https://www.thestar.com.my/sport/motorsport/2024/11/22/izam-and-syamil-put-aside-friendship-as-they-battle-at-batu-kawan,Sports
Chong Hwa branch in Elmina,,Education
More exit pathway needed for digital economy,,Science & Technology
Philippine bodyguards swapped out amid,,World & Politics
Grants to folk at 51 Sibu for,,Travel and Culture
Serbian court frees ex-minister detained over deadly roof collapse,https://www.thestar.com.my/news/world/2024/11/28/serbian-court-frees-ex-minister-detained-over-deadly-roof-collapse,World & Politics
"Soccer-Arsenal were millimetres away from win, says Arteta",https://www.thestar.com.my/sport/football/2024/12/09/soccer-arsenal-were-millimetres-away-from-win-says-arteta,Sports
M’sia to hire with East Asian nations,,World & Politics
Sport-Women's sport rides popularity wave to growth in 2025,https://www.thestar.com.my/sport/others/2024/12/02/sport-women039s-sport-rides-popularity-wave-to-growth-in-2025,Sports
Woman in cyanide poisoning case faces fourteen new murder charges,,Crime
Experts: Making secondary education compulsory the right move,,Education
– but how do really do that?,,Health and Family
"exams to kick off Dec 2, end on Feb 6, 2025",,Education
Painting by artist René Magritte shatters record price for any Surrealist work,https://www.thestar.com.my/lifestyle/culture/2024/11/20/painting-by-artist-ren-magritte-shatters-record-price-for-any-surrealist-work,Travel and Culture
star Aamir Khan says he nearly retired pandemic,,Entertainment & Style
10 houses affected by floodwaters after rain in Kedah,,Environment
How you sit in the car's passenger seat your life,,People and Living
Page 5,,Entertainment & Style
When should parents wean off babies from pacifiers?,,Health and Family
"Glenfiddich Invites Malaysian Mavericks To ask Themselves, ‘Where Next?’",,People and Living
Why the UN Pact for the Future matter to Malaysia,,Environment
point and turn to oversized cocktail rings to dress your fingers,,Entertainment & Style
Americans estimated to 316 million pounds of food Thanksgiving: ReFED,,World & Politics
dating apps encourage,,Health and Family
Traditional Sabahan recipes get the spotlight at Oitom by chef Raphael Peter downwind,,People and Living
Motor racing-GM moving closer to F1 entry with revived Andretti bid,https://www.thestar.com.my/sport/motorsport/2024/11/22/motor-racing-gm-moving-closer-to-f1-entry-with-revived-andretti-bid,Sports
We are all breathing in polluted air,https://www.thestar.com.my/lifestyle/health/2022/04/10/we-are-all-breathing-in-polluted-air,Environment
A HELPing hand for SJK Tamil,,Education
Seeking proportion,,Education
"Taiwan stars Yang Kuei-mei, Lee Kang-sheng enjoy durian while in Singapore for film festival",https://www.thestar.com.my/lifestyle/entertainment/2024/12/04/taiwan-stars-yang-kuei-mei-lee-kang-sheng-enjoy-durian-while-in-singapore-for-film-festival,Entertainment & Style
Cinnamon industry to grow with FTAs,,Business & Economy
Bollywood star Aamir Khan says he nearly retired during Covid-19 pandemic,,Entertainment & Style
Soccer-PSG defenders Hernandez and Kimpembe return to squad after long-term injuries,https://www.thestar.com.my/sport/football/2024/12/05/soccer-psg-defenders-hernandez-and-kimpembe-return-to-squad-after-long-term-injuries,Sports
"Fresh are best but canned and frozen are okay, too",,Health and Family
"Rebel army ready for dialogue with junta, with China’s help",,World & Politics
First-mover advantage M’sia in joining,,Business & Economy
Python captured in viral video one of the largest in Larut Matang Selama,https://www.thestar.com.my/news/nation/2024/11/27/python-captured-in-viral-video-one-of-the-largest-in-larut-matang-selama,Environment
"PPI continues to fall, 2.4% lower in Oct 2024",,Business & Economy
Alpine skiing-Austrian ski great Hirscher suffers season-ending knee injury,https://www.thestar.com.my/sport/others/2024/12/03/alpine-skiing-austrian-ski-great-hirscher-suffers-season-ending-knee-injury,Sports
"SPM oral exam to proceed, flexibility on school uniform",https://www.thestar.com.my/news/nation/2024/12/02/spm-oral-exam-to-proceed-flexibility-on-school-uniform,Education
Motor racing-Formula One to race on Monza until 2031,,World & Politics
Cycle Sepat in Selangor for perfect getaway,,Travel and Culture
Social medium curbs ‘easier said than done’,,Science & Technology
NUJ: Harassment of journalists still prevalent,,Crime
Cricket-England beat New Zealand by 323 runs to secure series,https://www.thestar.com.my/sport/cricket/2024/12/08/cricket-england-beat-new-zealand-by-323-runs-to-secure-series,Sports
jumps cryptic post Kitty' rekindles retail hype,,Science & Technology
MAHB expects growth as FY24 comes to a close,,Business & Economy
Mali town at heart of July battle hit by disease and drone strikes,https://www.thestar.com.my/news/world/2024/11/27/mali-town-at-heart-of-july-battle-hit-by-disease-and-drone-strikes,Health and Family
"In Negri Sembilan, they're up recycling drive",,Environment
candidate says he not want leave NATO,,World & Politics
"Britain, Qatar poised to sign agreement on financial services",https://www.thestar.com.my/business/business-news/2024/12/05/britain-qatar-poised-to-sign-agreement-on-financial-services,Business & Economy
Soccer-Messi named MLS Most Valuable Player for 2024,https://www.thestar.com.my/sport/football/2024/12/06/soccer-messi-named-mls-most-valuable-player-for-2024,Sports
Global Media Congress kicks off in UAE,,World & Politics
"tilt of Sabah TYT candidates to be submitted to King soon, says Hajiji",,World & Politics
Interview: Devastating floods in Spain underscores address climate change -- expert,,Environment
PAS Youth proposes Takiyuddin to replace Hamzah as new PN sec-gen,,World & Politics
How cooks with ADHD are overcoming challenges and thriving,,People and Living
Google says AI weather model masters 15-day forecast,,Science & Technology
Crude futures settle lower,,Business & Economy
and smashing it: Who is Red Hulk in Marvel Comics?,,Travel and Culture
Electronic traceability for seafood products boosts transparency,,Business & Economy
Penang designer hopes kebaya's Unesco recognition global admiration,,Entertainment & Style
Winery champions zero-alcohol wines as alcohol-free drinks become more popular,,People and Living
Beer drinker not as healthy as wine drinker,,Health and Family
Plus-size clothing brand owner from China spreads body positivity using fashion,,Entertainment & Style
"Mystery, volatility, Trump: The Bitcoin phenomenon",,Science & Technology
‘Pastor’ charged with killing mum,,Crime
Kenya launches surveillance network to curb forest fires,https://www.thestar.com.my/news/world/2024/11/27/kenya-launches-surveillance-network-to-curb-forest-fires,Environment
Hewlett Packard Enterprise beats quarterly results estimates on strong artificial_intelligence server demand,,Science & Technology
Air pollution angstrom factor in increasing antibiotic resistance,,Environment
74-year-old former lawyer oldest woman to earn PhD at UMS,,Education
Cricket-Klaasen to captain South Africa’s T20 side as Markram rested,https://www.thestar.com.my/sport/cricket/2024/12/04/cricket-klaasen-to-captain-south-africas-t20-side-as-markram-rested,Sports
Indonesian Ombudsman urges transparent probe of fatal Semarang shooting,https://www.thestar.com.my/aseanplus/aseanplus-news/2024/11/27/indonesian-ombudsman-urges-transparent-probe-of-fatal-semarang-shooting,Crime
"Proposal restore UPM's original name to be discussed Cabinet, says Mat Sabu",,Education
Iraq selects Vodafone for national 5G mobile license project,https://www.thestar.com.my/news/world/2024/11/27/iraq-selects-vodafone-for-national-5g-mobile-license-project,Science & Technology
Track athlete Ahmad aims to run full marathon,https://www.thestar.com.my/sport/athletics/2024/12/07/track-athlete-ahmad-aims-to-run-full-marathon,Sports
"Whether you like them or not, baby tees are definitely back in fashion",,Entertainment & Style
Man scram two years for using fake RM100 note,,Crime
Students and Doctor_of_Sacred_Theology,,Education
"Japanese Shuntaro Tanikawa, master modern verse, dies at 92",,Travel and Culture
60YO Malaysian is a star on German programmes,,People and Living
We are all breathe in polluted air,,Environment
M’sian private varsity,,Education
Russia read Trump Ukraine aid cut would be 'death sentence' for Kyiv's military,,World & Politics
Not all long Covid work; here are those that might,,Health and Family
"Honda, Stellantis announce vehicle recalls",,Science & Technology
War machine and the health of the planet,https://www.thestar.com.my/news/environment/2024/05/19/war-machine-and-the-health-of-the-planet,Environment
Bringing forests back to life again,,Environment
Malaysian chef Linn Yong champions sustainable Sabah ingredients,,People and Living
"UN head say social media, AI fuelling 'worst human impulses'",,Science & Technology
Intel awarded 7.865 bln USD CHIPS Act grant,,Science & Technology
"a priority, advocates look beyond COP29",,Environment
Advanced AI chips cleared for to UAE under Microsoft reports,,Science & Technology
Japan's manga powerhouse 'Dragon Ball' turns 40 today,,Travel and Culture
"Severe weather challenges amid ""busiest Thanksgiving ever""",,World & Politics
Turkiye-inspired festive buffets,,Travel and Culture
Canada's int'l trade increases inch October,,Science & Technology
"From medicine to mercury, this control centre handles various poisoning cases",https://www.thestar.com.my/lifestyle/family/2024/12/02/from-medicine-to-mercury-this-control-centre-handles-various-poisoning-cases,Health and Family
MAHB expects growth as FY24 comes to a close,https://www.thestar.com.my/business/business-news/2024/11/27/mahb-expects-growth-as-fy24-comes-to-a-close,Business & Economy
Actress Zahnita Wilson on domestic violence at hands of husband: 'I've held on for 20 years',https://www.thestar.com.my/lifestyle/entertainment/2024/12/03/actress-zahnita-wilson-on-domestic-violence-at-hands-of-husband-039i039ve-held-on-for-20-years039,Entertainment & Style
